CASRN,Name,Hazard class,Classification,Symbol,Signal word,Hazard statement,Rationale for classification,Date of classification
3347-22-6,"2,3-dicyano-1,4-dithiaanthraquinone",Corrosive to metals,Classification not possible,,,,"Test methods applicable to solid substances with melting point of >55degC are not available (melting point: 216degC (with decomposition) (Agricultural Chemical Registration Data (2002)). 
","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
95-68-1,"2,4-Dimethylaniline",Corrosive to metals,Classification not possible,-,-,-,Classification not possible due to lack of data,2009.3.31
152-16-9,schradan,Corrosive to metals,Classification not possible,-,-,-,No data available,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
10043-35-3,Boric acid,Corrosive to metals,Classification not possible,,,,Test methods applicable to solid substances are not available,"Aug. 22, 2006 (Environmental Hazards: Oct. 23, 2006)"
149-57-5,"Hexanoic acid, 2-ethyl-",Corrosive to metals,Classification not possible,-,-,-,No data available,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
60-35-5,acetamide,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10049-04-4,Chlorine dioxide,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to gas substances are not available,"Sep. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
82-45-1,"1-Amino-9,10-anthraquinone",Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,2009.3.31
1983-10-4,"Stannane, tributylfluoro-",Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
7439-97-6,Mercury,Corrosive to metals,Classification not possible,,,,"Classification not possible, because of a lack of data. The substance corrodes aluminum and a variety of other metals, with which it amalgamates (ICSC, 2004). Corrosivity to metals remains uncertain, though classified as ""corrosive substances"" (as the classification based on UN Recommendations on the Transport of Dangerous Goods includes ""skin corrosivity"") (UN#2809).
","Mar. 23, 2006"
16752-77-5,Methomyl,Corrosive to metals,Classification not possible,-,-,-,"Liquid at a test temperature, 55degC. Test methods applicable to solid substances are not available.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
545-06-2,Trichloroacetonitrile,Corrosive to metals,Classification not possible,,,,No data available ,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
115-90-2,fensulfothion,Corrosive to metals,Classification not possible,-,-,-,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
612-83-9,"N,N'-(3,3'-Dichlorobiphenyl-4,4'-diyl)diammonium dichloride",Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,2009.3.31
463-51-4,Ketene,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to gas substances are not available,"Jun. 20, 2006 (Environmental Hazards: Jan. 25, 2007)"
7440-74-6,indium,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-89-8,Epichlorohydrin,Corrosive to metals,Not classified,,,,Classified into Class 3 and Division 6.1 (UN#2023) (UN Recommendations on the Transport of Dangerous Goods),"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
584-84-9,"4-Methyl-1,3-phenylene diisocyanate",Corrosive to metals,Not classified,,,,"Classified into Division 6.1 (UN Recommendations on the Transport of Dangerous Goods, UN#2078)","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
78-59-1,"2-Cyclohexen-1-one, 3,5,5-trimethyl-",Corrosive to metals,Classification not possible,-,-,-,No data available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
78-42-2,Tris(2-ethylhexyl) phosphate,Corrosive to metals,Classification not possible,,,,No data available ,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
7784-34-1,arsenic trichloride,Corrosive to metals,Classification not possible,-,-,-,"Although HSDB (2003) and ICSC (J) (2000) have the statement which indicates corrosion behavior, since there is no test data and data is insufficient, it cannot be classified.","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
287-92-3,Cyclopentane,Corrosive to metals,Classification not possible,-,-,-,No data available,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
109-86-4,Ethylene glycol monomethyl ether,Corrosive to metals,Not classified,,,,"Classified into Class 3 (UN Recommendations on the Transport of Dangerous Goods, UN#1188 )","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
107-66-4,Dibutyl phosphate,Corrosive to metals,Classification not possible,-,-,-,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
57142-78-6,[phthalato(2-)]oxodilead,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
12427-38-2,"Manganese N,N'-ethylenebis(dithiocarbamate)",Corrosive to metals,Classification not possible,,,,"Test methods applicable to solid substances with melting point of >55degC are not available (melting point: thermally decomposes at 185degC (Agricultural Chemical Registration Data)). 
","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
107-31-3,Methyl formate,Corrosive to metals,Classification not possible,-,-,-,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
96-13-9,"2,3-Dibromopropan-1-ol",Corrosive to metals,Classification not possible,-,-,-,Classification not possible due to lack of data,2009.3.31
555-34-0,trisodium trioxalatoferrate,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
136-78-7,disul,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
87-86-5,Pentachlorophenol,Corrosive to metals,Classification not possible,,,,Test methods applicable to solid substances are not available,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
25321-14-6,Dinitrotoluene,Corrosive to metals,"Not classified (2,5-DNT), Classification not possible (2,6-DNT, 3,4-DNT, 2,3-DNT, 3,5-DNT)",,,,"As for 2,5-DNT, classified into Division 6.1 (UN#3454 (solid) and 1600 (molten)) (UN Recommendations on the Transport of Dangerous Goods). As for 2,6-DNT, 3,4-DNT, 2,3-DNT, 3,5-DNT and 2,4-DNT, test methods applicable to solid substances are not available. The melting points of isomers are 66degC (2,6-DNT), 58degC (3,4-DNT), 59-61degC (2,3-DNT), 71degC (2,4-DNT) (ICSC (2004)), 93degC (3,5-DNT), 52.5degC (2,5-DNT) (HSDB, 2006) (the test temperature: 55degC).","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
79277-27-3,"Methyl 3-(4-methoxy-6-methyl-1,3,5-triazin-2-ylcarbamoylsulfamoyl)-2-thenoate",Corrosive to metals,Classification not possible,,,,"Test methods applicable to solid substances with melting point of >55degC are not available (melting point: 171.1degC (Agricultural Chemical Registration Data)). 
","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
122008-85-9,butyl (R)-2-[4-(4-cyano-2-fluorophenoxy)phenoxy]propionate,Corrosive to metals,Classification not possible,,,,"Classification not possible due to lack of data on the substances with melting points of <55degC (melting point: 48-49degC (Agricultural Chemical Registration Data)). 
","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
288-88-0,"1,2,4-triazole",Corrosive to metals,,,,,0.0,2008.03.26
75-12-7,Formamide,Corrosive to metals,Classification not possible,-,-,-,"Although there is information that it corrodes copper etc. (HSDB (2005)), there is no data based on set test methods.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-87-2,Methyl cyclohexane,Corrosive to metals,Not classified,-,-,-,Steel and aluminum can be used as a container. ,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
121-14-2,"2,4-Dinitrotoluene",Corrosive to metals,Classification not possible,,,,Test methods applicable to solid substances are not available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
98-01-1,2-Furaldehyde,Corrosive to metals,Not classified,-,-,-,"UNRTDG Class: 6.1, Subsidiary risks Class: 3","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
1163-19-5,Decabromodiphenyl ether,Corrosive to metals,Classification not possible,,,,Test methods applicable to solid substances are not available,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
96-76-4,"2,4-Di-tert-butylphenol",Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,2009.3.31
7783-96-2,silver iodide,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Jun. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
25339-17-7,Isodecanol,Corrosive to metals,Classification not possible,-,-,-,Classification not possible due to lack of data,2009.3.31
681-84-5,Tetramethyl silicate,Corrosive to metals,Not classified,-,-,-,"UNRTDG Class: 6.1, Subsidiary risks Class: 3","Sep. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
2971-90-6,clopidol,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-83-8,Diisobutyl ketone,Corrosive to metals,Classification not possible,-,-,-,No data available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-84-9,"1,3-dimethylbutyl acetate",Corrosive to metals,Classification not possible,-,-,-,No data available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7779-88-6,zinc nitrate,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
1330-20-7,Xylene,Corrosive to metals,Not classified,,,,"Classified into Class 3 (UN Recommendations on the Transport of Dangerous Goods, UN#1307)","Mar. 23, 2006 (Environmental Hazards: May 24, 2006)"
25322-01-4,Nitropropanes,Corrosive to metals,Not classified,-,-,-,UNRTDG Class: 3,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
79-20-9,Methyl acetate,Corrosive to metals,Classification not possible,-,-,-,No data available,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
91-57-6,2-Methylnaphthalene,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,2009.3.31
768-52-5,"Aniline, N-(1-methylethyl)-",Corrosive to metals,Classification not possible,-,-,-,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
110-19-0,2-Methylpropyl acetate,Corrosive to metals,Not classified,-,-,-,"It is judged that there is no corrosion behavior. ""steel, stainless steels and aluminum are durable as a container. Existence of acetylene will corrode copper. (Hommmel (1991)) ""","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
592-05-2,lead dicyanide,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
111-40-0,"N-(2-Aminoethyl)-1,2-ethanediamine; Diethylenetriamine",Corrosive to metals,Classification not possible,,,,"No data available. Corrosivity to metals remains uncertain, though classified as ""corrosive substances"" (as the classification based on UN Recommendations on the Transport of Dangerous Goods includes ""skin corrosivity"") (UN#2079).","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
8052-41-3,Stoddard solvent,Corrosive to metals,Classification not possible,-,-,-,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
8002-05-9,"Distillates (petroleum), solvent-refined heavy paraffinic; Distillates (petroleum), solvent-refined light naphthenic; Lubricating oils (petroleum), C15-30, hydrotreated neutral oil-based; Lubricating oils (petroleum), C20-50, hydrotreated neutral oil-based; Petroleum; Paraffin oils",Corrosive to metals,Classification not possible,-,-,-,No data available,"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
34643-46-4,"O-2,4-dichlorophenyl O-ethyl S-propyl phosphorodithioate",Corrosive to metals,Classification not possible,,,,Classification not possible due to lack of data ,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
7778-50-9,Potassium dichromate,Corrosive to metals,Classification not possible,,,,Test methods applicable to solid substances are not available,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
306-83-2,"Ethane, 2,2-dichloro-1,1,1-trifluoro-",Corrosive to metals,Classification not possible,-,-,-,"Test methods applicable to gas substances are not available. Boiling point: 27.6degC (NICNAS, 1996)","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7789-21-1,Fluorosulfonic acid,Corrosive to metals,Classification not possible,-,-,-,"UNRTDG is classified into 8 according to the UNRTDG No. (1777). Although ICSC (2005) has the description ""it corrodes many metals,"" there is no test data and it cannot be classified.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
917-61-3,Sodium cyanate,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
27355-22-2,fthalide,Corrosive to metals,Classification not possible,-,-,-,"Liquid at a test temperature, 55degC. Test methods applicable to solid substances are not available.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7784-35-2,trifluoroarsine,Corrosive to metals,Classification not possible,-,-,-,No data available,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
2179-59-1,allyl propyl disulphide,Corrosive to metals,Classification not possible,-,-,-,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
94-36-0,Benzoyl peroxide,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
64-19-7,Acetic acid,Corrosive to metals,Classification not possible,-,-,-,"Although it is the UNRTDG class 8 (subsidiary risks class 3), it is thought that this is based on skin corrosivenesses. Since there is no data about corrosion behavior, it cannot be classified.","Aug. 18, 2006 (Environmental Hazards: Feb. 10, 2006)"
101-90-6,"m-bis(2,3-epoxypropoxy)benzene",Corrosive to metals,Classification not possible,-,-,-,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
31242-93-0,o-Chlorinated diphenyl oxide,Corrosive to metals,Classification not possible,-,-,-,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
556-61-6,Methyl isothiocyanate,Corrosive to metals,Classification not possible,,,,"No data available on substances with melting point of <55degC (melting point: 35-36degC, Merck (13th, 2001)). ","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
18454-12-1,dilead chromate oxide,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
300-76-5,naled,Corrosive to metals,Classification not possible,-,-,-,"Although there is information that it corrodes metal (HSDB (Access on Jan. 2006)), there is no data based on set test methods.","Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
12069-69-1,copper(II) carbonate--copper(II) hydroxide (1:1),Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
8006-64-2,Turpentine oil,Corrosive to metals,Classification not possible,-,-,-,No data available,"Mar. 23, 2006"
